"","district","branch","yr_applied","mo_applied","product","population","poverty","price","count","loan_per_branch","agg_date","pop_wt","weighted_loans_bybranchprod","weighted_count_bybranchprod","hml_cookstove","hml_gobargas","hml_jumbostove","hml_solarlight"
"6171","Mysore","Mysore",2013,7,"GobarGasPlant",267541,15.5,349,3.5,1221.5,"2013-07-01",0.7552583,922.548,2.643404,"High","High","Medium","High"
"6172","Mysore","Mysore",2014,3,"GobarGasPlant",267541,15.5,10,2,20,"2014-03-01",0.7552583,15.10517,1.510517,"High","High","Medium","High"
"6173","Mysore","Heggadevanakote",2014,3,"SolarLight",237968,15.5,449.25,2.5,1123.125,"2014-03-01",0.6717748,754.4871,1.679437,"High","High","Medium","High"
"6174","Mysore","Krishnarajnagara",2017,5,"SolarLight",216852,15.5,194.3333,3.666667,712.5555,"2017-05-01",0.6121652,436.2017,2.244606,"High","High","Medium","High"
"6175","Mysore","Heggadevanakote",2014,5,"SolarLight",237968,15.5,404,3.333333,1346.667,"2014-05-01",0.6717748,904.6567,2.239249,"High","High","Medium","High"
"6176","Mysore","Mysore",2013,11,"GobarGasPlant",267541,15.5,178,3.5,623,"2013-11-01",0.7552583,470.5259,2.643404,"High","High","Medium","High"
"6177","Mysore","Heggadevanakote",2014,11,"SolarLight",237968,15.5,345.6,2.2,760.32,"2014-11-01",0.6717748,510.7638,1.477905,"High","High","Medium","High"
"6178","Mysore","Krishnarajnagara",2017,12,"CookStove",216852,15.5,133,4,532,"2017-12-01",0.6121652,325.6718,2.448661,"High","High","Medium","High"
"6179","Mysore","Piriyapatna",2013,3,"SolarLight",226391,15.5,426,2,852,"2013-03-01",0.6390934,544.5076,1.278187,"High","High","Medium","High"
"6180","Mysore","Heggadevanakote",2018,8,"SolarLight",237968,15.5,115.5,27,3118.5,"2018-08-01",0.6717748,2094.93,18.13792,"High","High","Medium","High"
"6181","Mysore","Heggadevanakote",2016,11,"SolarLight",237968,15.5,107,1,107,"2016-11-01",0.6717748,71.87991,0.6717748,"High","High","Medium","High"
"6182","Mysore","Mysore",2015,5,"CookStove",267541,15.5,161,8,1288,"2015-05-01",0.7552583,972.7727,6.042067,"High","High","Medium","High"
"6183","Mysore","Mysore",2015,1,"CookStove",267541,15.5,301.5,28,8442,"2015-01-01",0.7552583,6375.891,21.14723,"High","High","Medium","High"
"6184","Mysore","Mysore",2015,5,"SolarLight",267541,15.5,909,1,909,"2015-05-01",0.7552583,686.5298,0.7552583,"High","High","Medium","High"
"6185","Mysore","Piriyapatna",2015,9,"SolarLight",226391,15.5,509.5,1.625,827.9375,"2015-09-01",0.6390934,529.1294,1.038527,"High","High","Medium","High"
"6186","Mysore","Mysore",2014,2,"GobarGasPlant",267541,15.5,411,1,411,"2014-02-01",0.7552583,310.4112,0.7552583,"High","High","Medium","High"
"6187","Mysore","Piriyapatna",2013,9,"GobarGasPlant",226391,15.5,936,2,1872,"2013-09-01",0.6390934,1196.383,1.278187,"High","High","Medium","High"
"6188","Mysore","Piriyapatna",2015,9,"CookStove",226391,15.5,161,22,3542,"2015-09-01",0.6390934,2263.669,14.06005,"High","High","Medium","High"
"6189","Mysore","Mysore",2015,2,"CookStove",267541,15.5,301.5,28.5,8592.75,"2015-02-01",0.7552583,6489.746,21.52486,"High","High","Medium","High"
"6190","Mysore","Piriyapatna",2013,7,"SolarLight",226391,15.5,411.3333,2,822.6667,"2013-07-01",0.6390934,525.7608,1.278187,"High","High","Medium","High"
"6191","Mysore","Mysore",2017,9,"CookStove",267541,15.5,264.5,14,3703,"2017-09-01",0.7552583,2796.721,10.57362,"High","High","Medium","High"
"6192","Mysore","Mysore",2015,4,"CookStove",267541,15.5,161,26,4186,"2015-04-01",0.7552583,3161.511,19.63671,"High","High","Medium","High"
"6193","Mysore","Mysore",2014,4,"GobarGasPlant",267541,15.5,10,1,10,"2014-04-01",0.7552583,7.552583,0.7552583,"High","High","Medium","High"
"6194","Mysore","Piriyapatna",2015,12,"CookStove",226391,15.5,161,26,4186,"2015-12-01",0.6390934,2675.245,16.61643,"High","High","Medium","High"
"6195","Mysore","Piriyapatna",2013,8,"SolarLight",226391,15.5,631.3333,2.333333,1473.111,"2013-08-01",0.6390934,941.4556,1.491218,"High","High","Medium","High"
"6196","Mysore","Piriyapatna",2014,6,"SolarLight",226391,15.5,254,2,508,"2014-06-01",0.6390934,324.6594,1.278187,"High","High","Medium","High"
"6197","Mysore","Piriyapatna",2014,9,"CookStove",226391,15.5,161,58,9338,"2014-09-01",0.6390934,5967.854,37.06742,"High","High","Medium","High"
"6198","Mysore","Piriyapatna",2017,5,"SolarLight",226391,15.5,506.5,1,506.5,"2017-05-01",0.6390934,323.7008,0.6390934,"High","High","Medium","High"
"6199","Mysore","Piriyapatna",2018,1,"SolarLight",226391,15.5,240,2,480,"2018-01-01",0.6390934,306.7648,1.278187,"High","High","Medium","High"
"6200","Mysore","Piriyapatna",2018,5,"SolarLight",226391,15.5,152,4,608,"2018-05-01",0.6390934,388.5688,2.556374,"High","High","Medium","High"
"6201","Mysore","Piriyapatna",2014,10,"CookStove",226391,15.5,161,76,12236,"2014-10-01",0.6390934,7819.947,48.5711,"High","High","Medium","High"
"6202","Mysore","Thirumakudal-Narasipura",2015,10,"SolarLight",240540,15.5,150,1,150,"2015-10-01",0.6790355,101.8553,0.6790355,"High","High","Medium","High"
"6203","Mysore","Heggadevanakote",2013,12,"SolarLight",237968,15.5,569.5,3.5,1993.25,"2013-12-01",0.6717748,1339.015,2.351212,"High","High","Medium","High"
"6204","Mysore","Piriyapatna",2014,7,"SolarLight",226391,15.5,436.5,1,436.5,"2014-07-01",0.6390934,278.9643,0.6390934,"High","High","Medium","High"
"6205","Mysore","Thirumakudal-Narasipura",2014,12,"GobarGasPlant",240540,15.5,216,1,216,"2014-12-01",0.6790355,146.6717,0.6790355,"High","High","Medium","High"
"6206","Mysore","Piriyapatna",2016,8,"SolarLight",226391,15.5,274,1,274,"2016-08-01",0.6390934,175.1116,0.6390934,"High","High","Medium","High"
"6207","Mysore","Heggadevanakote",2017,3,"CookStove",237968,15.5,147,11,1617,"2017-03-01",0.6717748,1086.26,7.389523,"High","High","Medium","High"
"6208","Mysore","Heggadevanakote",2017,5,"CookStove",237968,15.5,133,10,1330,"2017-05-01",0.6717748,893.4605,6.717748,"High","High","Medium","High"
"6209","Mysore","Heggadevanakote",2017,2,"CookStove",237968,15.5,161,6,966,"2017-02-01",0.6717748,648.9344,4.030649,"High","High","Medium","High"
"6210","Mysore","Piriyapatna",2018,2,"SolarLight",226391,15.5,541.5,1,541.5,"2018-02-01",0.6390934,346.0691,0.6390934,"High","High","Medium","High"
"6211","Mysore","Piriyapatna",2014,1,"SolarLight",226391,15.5,885,2,1770,"2014-01-01",0.6390934,1131.195,1.278187,"High","High","Medium","High"
"6212","Mysore","Heggadevanakote",2018,9,"SolarLight",237968,15.5,380,16,6080,"2018-09-01",0.6717748,4084.391,10.7484,"High","High","Medium","High"
"6213","Mysore","Piriyapatna",2015,3,"CookStove",226391,15.5,161,13,2093,"2015-03-01",0.6390934,1337.622,8.308214,"High","High","Medium","High"
"6214","Mysore","Heggadevanakote",2014,2,"GobarGasPlant",237968,15.5,240,3,720,"2014-02-01",0.6717748,483.6779,2.015324,"High","High","Medium","High"
"6215","Mysore","Mysore",2014,9,"CookStove",267541,15.5,161,35,5635,"2014-09-01",0.7552583,4255.88,26.43404,"High","High","Medium","High"
"6216","Mysore","Nanjanagudu",2015,12,"SolarLight",334324,15.5,351.8,1.4,492.52,"2015-12-01",0.9437842,464.8326,1.321298,"High","High","Medium","High"
"6217","Mysore","Piriyapatna",2013,7,"GobarGasPlant",226391,15.5,940,8,7520,"2013-07-01",0.6390934,4805.982,5.112747,"High","High","Medium","High"
"6218","Mysore","Nanjanagudu",2014,8,"CookStove",334324,15.5,161,35,5635,"2014-08-01",0.9437842,5318.224,33.03245,"High","High","Medium","High"
"6219","Mysore","Piriyapatna",2013,4,"GobarGasPlant",226391,15.5,938,3,2814,"2013-04-01",0.6390934,1798.409,1.91728,"High","High","Medium","High"
"6220","Mysore","Piriyapatna",2013,5,"SolarLight",226391,15.5,513,1,513,"2013-05-01",0.6390934,327.8549,0.6390934,"High","High","Medium","High"
"6221","Mysore","Piriyapatna",2013,9,"SolarLight",226391,15.5,631.3333,2.666667,1683.556,"2013-09-01",0.6390934,1075.949,1.704249,"High","High","Medium","High"
"6222","Mysore","Piriyapatna",2018,9,"GreenwayJumboStoveGJS1",226391,15.5,396,28,11088,"2018-09-01",0.6390934,7086.268,17.89462,"High","High","Medium","High"
"6223","Mysore","Piriyapatna",2013,11,"SolarLight",226391,15.5,254,1,254,"2013-11-01",0.6390934,162.3297,0.6390934,"High","High","Medium","High"
"6224","Mysore","Piriyapatna",2017,6,"SolarLight",226391,15.5,191,1,191,"2017-06-01",0.6390934,122.0668,0.6390934,"High","High","Medium","High"
"6225","Mysore","Mysore",2014,9,"GobarGasPlant",267541,15.5,10,1,10,"2014-09-01",0.7552583,7.552583,0.7552583,"High","High","Medium","High"
"6226","Mysore","Nanjanagudu",2016,8,"SolarLight",334324,15.5,248.6667,3,746,"2016-08-01",0.9437842,704.063,2.831353,"High","High","Medium","High"
"6227","Mysore","Nanjanagudu",2018,9,"SolarLight",334324,15.5,404.3333,2.333333,943.4445,"2018-09-01",0.9437842,890.408,2.202163,"High","High","Medium","High"
"6228","Mysore","Heggadevanakote",2014,10,"SolarLight",237968,15.5,466.2,1.8,839.16,"2014-10-01",0.6717748,563.7266,1.209195,"High","High","Medium","High"
"6229","Mysore","Mysore",2017,8,"SolarLight",267541,15.5,153,1,153,"2017-08-01",0.7552583,115.5545,0.7552583,"High","High","Medium","High"
"6230","Mysore","Thirumakudal-Narasipura",2017,9,"CookStove",240540,15.5,133,3,399,"2017-09-01",0.6790355,270.9352,2.037107,"High","High","Medium","High"
"6231","Mysore","Nanjanagudu",2014,10,"CookStove",334324,15.5,301.5,87,26230.5,"2014-10-01",0.9437842,24755.93,82.10923,"High","High","Medium","High"
"6232","Mysore","Nanjanagudu",2016,2,"CookStove",334324,15.5,161,2,322,"2016-02-01",0.9437842,303.8985,1.887568,"High","High","Medium","High"
"6233","Mysore","Nanjanagudu",2016,10,"CookStove",334324,15.5,161,89,14329,"2016-10-01",0.9437842,13523.48,83.9968,"High","High","Medium","High"
"6234","Mysore","Nanjanagudu",2015,8,"SolarLight",334324,15.5,551,1,551,"2015-08-01",0.9437842,520.0251,0.9437842,"High","High","Medium","High"
"6235","Mysore","Hunsur",2015,3,"SolarLight",232098,15.5,216,2,432,"2015-03-01",0.655204,283.0481,1.310408,"High","High","Medium","High"
"6236","Mysore","Hunsur",2018,7,"SolarLight",232098,15.5,166.3333,10.66667,1774.222,"2018-07-01",0.655204,1162.478,6.988843,"High","High","Medium","High"
"6237","Mysore","Thirumakudal-Narasipura",2014,7,"SolarLight",240540,15.5,285.5,1.5,428.25,"2014-07-01",0.6790355,290.7969,1.018553,"High","High","Medium","High"
"6238","Mysore","Thirumakudal-Narasipura",2016,5,"SolarLight",240540,15.5,365,1,365,"2016-05-01",0.6790355,247.8479,0.6790355,"High","High","Medium","High"
"6239","Mysore","Thirumakudal-Narasipura",2013,9,"GobarGasPlant",240540,15.5,10,4,40,"2013-09-01",0.6790355,27.16142,2.716142,"High","High","Medium","High"
"6240","Mysore","Thirumakudal-Narasipura",2014,9,"SolarLight",240540,15.5,336.3333,1,336.3333,"2014-09-01",0.6790355,228.3823,0.6790355,"High","High","Medium","High"
"6241","Mysore","Thirumakudal-Narasipura",2018,8,"SolarLight",240540,15.5,93.66666,3.666667,343.4445,"2018-08-01",0.6790355,233.211,2.489797,"High","High","Medium","High"
"6242","Mysore","Nanjanagudu",2017,7,"CookStove",334324,15.5,264.5,35.5,9389.75,"2017-07-01",0.9437842,8861.897,33.50434,"High","High","Medium","High"
"6243","Mysore","Mysore",2014,12,"SolarLight",267541,15.5,287,2,574,"2014-12-01",0.7552583,433.5182,1.510517,"High","High","Medium","High"
"6244","Mysore","Thirumakudal-Narasipura",2017,9,"SolarLight",240540,15.5,541.2308,4.615385,2497.988,"2017-09-01",0.6790355,1696.223,3.13401,"High","High","Medium","High"
"6245","Mysore","Piriyapatna",2013,10,"SolarLight",226391,15.5,553.75,2,1107.5,"2013-10-01",0.6390934,707.7959,1.278187,"High","High","Medium","High"
"6246","Mysore","Heggadevanakote",2017,11,"SolarLight",237968,15.5,340.8,1.4,477.12,"2017-11-01",0.6717748,320.5172,0.9404848,"High","High","Medium","High"
"6247","Mysore","Piriyapatna",2015,8,"SolarLight",226391,15.5,413.125,1.625,671.3281,"2015-08-01",0.6390934,429.0414,1.038527,"High","High","Medium","High"
"6248","Mysore","Piriyapatna",2017,8,"SolarLight",226391,15.5,602,2,1204,"2017-08-01",0.6390934,769.4684,1.278187,"High","High","Medium","High"
"6249","Mysore","Piriyapatna",2013,4,"SolarLight",226391,15.5,772,1,772,"2013-04-01",0.6390934,493.3801,0.6390934,"High","High","Medium","High"
"6250","Mysore","Nanjanagudu",2018,8,"CookStove",334324,15.5,396,2,792,"2018-08-01",0.9437842,747.4771,1.887568,"High","High","Medium","High"
"6251","Mysore","Nanjanagudu",2017,2,"CookStove",334324,15.5,278.5,25.5,7101.75,"2017-02-01",0.9437842,6702.52,24.0665,"High","High","Medium","High"
"6252","Mysore","Piriyapatna",2017,12,"SolarLight",226391,15.5,357.75,2,715.5,"2017-12-01",0.6390934,457.2713,1.278187,"High","High","Medium","High"
"6253","Mysore","Nanjanagudu",2014,9,"SolarLight",334324,15.5,475,1.5,712.5,"2014-09-01",0.9437842,672.4463,1.415676,"High","High","Medium","High"
"6254","Mysore","Piriyapatna",2015,11,"CookStove",226391,15.5,161,21,3381,"2015-11-01",0.6390934,2160.775,13.42096,"High","High","Medium","High"
"6255","Mysore","Nanjanagudu",2014,11,"SolarLight",334324,15.5,934,1,934,"2014-11-01",0.9437842,881.4944,0.9437842,"High","High","Medium","High"
"6256","Mysore","Nanjanagudu",2015,11,"CookStove",334324,15.5,161,8,1288,"2015-11-01",0.9437842,1215.594,7.550274,"High","High","Medium","High"
"6257","Mysore","Piriyapatna",2015,8,"CookStove",226391,15.5,161,66,10626,"2015-08-01",0.6390934,6791.006,42.18016,"High","High","Medium","High"
"6258","Mysore","Nanjanagudu",2017,6,"CookStove",334324,15.5,264.5,227.5,60173.75,"2017-06-01",0.9437842,56791.04,214.7109,"High","High","Medium","High"
"6259","Mysore","Nanjanagudu",2016,1,"SolarLight",334324,15.5,921.5,1.5,1382.25,"2016-01-01",0.9437842,1304.546,1.415676,"High","High","Medium","High"
"6260","Mysore","Nanjanagudu",2015,3,"GobarGasPlant",334324,15.5,10,1,10,"2015-03-01",0.9437842,9.437842,0.9437842,"High","High","Medium","High"
"6261","Mysore","Nanjanagudu",2017,2,"SolarLight",334324,15.5,240,1,240,"2017-02-01",0.9437842,226.5082,0.9437842,"High","High","Medium","High"
"6262","Mysore","Nanjanagudu",2018,6,"SolarLight",334324,15.5,152,8,1216,"2018-06-01",0.9437842,1147.642,7.550274,"High","High","Medium","High"
"6263","Mysore","Heggadevanakote",2014,6,"SolarLight",237968,15.5,336.625,2.5,841.5625,"2014-06-01",0.6717748,565.3405,1.679437,"High","High","Medium","High"
"6264","Mysore","Heggadevanakote",2017,4,"SolarLight",237968,15.5,118,5,590,"2017-04-01",0.6717748,396.3471,3.358874,"High","High","Medium","High"
"6265","Mysore","Nanjanagudu",2014,7,"SolarLight",334324,15.5,934,1,934,"2014-07-01",0.9437842,881.4944,0.9437842,"High","High","Medium","High"
"6266","Mysore","Heggadevanakote",2014,9,"CookStove",237968,15.5,161,136,21896,"2014-09-01",0.6717748,14709.18,91.36137,"High","High","Medium","High"
"6267","Mysore","Nanjanagudu",2017,8,"CookStove",334324,15.5,133,44,5852,"2017-08-01",0.9437842,5523.025,41.5265,"High","High","Medium","High"
"6268","Mysore","Nanjanagudu",2014,12,"SolarLight",334324,15.5,615,1,615,"2014-12-01",0.9437842,580.4273,0.9437842,"High","High","Medium","High"
"6269","Mysore","Heggadevanakote",2015,1,"SolarLight",237968,15.5,502.2,2,1004.4,"2015-01-01",0.6717748,674.7307,1.34355,"High","High","Medium","High"
"6270","Mysore","Mysore",2015,7,"SolarLight",267541,15.5,107,1,107,"2015-07-01",0.7552583,80.81264,0.7552583,"High","High","Medium","High"
"6271","Mysore","Mysore",2014,10,"GobarGasPlant",267541,15.5,384,2.5,960,"2014-10-01",0.7552583,725.048,1.888146,"High","High","Medium","High"
"6272","Mysore","Heggadevanakote",2017,7,"SolarLight",237968,15.5,449.6667,8.416667,3784.694,"2017-07-01",0.6717748,2542.462,5.654105,"High","High","Medium","High"
"6273","Mysore","Piriyapatna",2013,12,"SolarLight",226391,15.5,569.5,1,569.5,"2013-12-01",0.6390934,363.9637,0.6390934,"High","High","Medium","High"
"6274","Mysore","Nanjanagudu",2015,9,"SolarLight",334324,15.5,370.75,1,370.75,"2015-09-01",0.9437842,349.908,0.9437842,"High","High","Medium","High"
"6275","Mysore","Nanjanagudu",2015,7,"CookStove",334324,15.5,161,2,322,"2015-07-01",0.9437842,303.8985,1.887568,"High","High","Medium","High"
"6276","Mysore","Heggadevanakote",2018,7,"SolarLight",237968,15.5,120.75,9.75,1177.313,"2018-07-01",0.6717748,790.8889,6.549805,"High","High","Medium","High"
"6277","Mysore","Heggadevanakote",2017,12,"SolarLight",237968,15.5,113.75,40.5,4606.875,"2017-12-01",0.6717748,3094.783,27.20688,"High","High","Medium","High"
"6278","Mysore","Heggadevanakote",2014,2,"SolarLight",237968,15.5,569.5,2.5,1423.75,"2014-02-01",0.6717748,956.4394,1.679437,"High","High","Medium","High"
"6279","Mysore","Nanjanagudu",2017,5,"CookStove",334324,15.5,264.5,100.5,26582.25,"2017-05-01",0.9437842,25087.91,94.85031,"High","High","Medium","High"
"6280","Mysore","Nanjanagudu",2015,1,"CookStove",334324,15.5,161,49,7889,"2015-01-01",0.9437842,7445.514,46.24543,"High","High","Medium","High"
"6281","Mysore","Nanjanagudu",2013,3,"GobarGasPlant",334324,15.5,10,1,10,"2013-03-01",0.9437842,9.437842,0.9437842,"High","High","Medium","High"
"6282","Mysore","Nanjanagudu",2014,8,"SolarLight",334324,15.5,909,2,1818,"2014-08-01",0.9437842,1715.8,1.887568,"High","High","Medium","High"
"6283","Mysore","Piriyapatna",2015,11,"SolarLight",226391,15.5,154.6667,1.666667,257.7778,"2015-11-01",0.6390934,164.7441,1.065156,"High","High","Medium","High"
"6284","Mysore","Nanjanagudu",2014,10,"GobarGasPlant",334324,15.5,498,1,498,"2014-10-01",0.9437842,470.0045,0.9437842,"High","High","Medium","High"
"6285","Mysore","Heggadevanakote",2018,6,"SolarLight",237968,15.5,291.75,4,1167,"2018-06-01",0.6717748,783.9612,2.687099,"High","High","Medium","High"
"6286","Mysore","Piriyapatna",2016,9,"SolarLight",226391,15.5,551,1,551,"2016-09-01",0.6390934,352.1404,0.6390934,"High","High","Medium","High"
"6287","Mysore","Nanjanagudu",2014,6,"SolarLight",334324,15.5,526,1,526,"2014-06-01",0.9437842,496.4305,0.9437842,"High","High","Medium","High"
"6288","Mysore","Nanjanagudu",2017,9,"CookStove",334324,15.5,133,19,2527,"2017-09-01",0.9437842,2384.943,17.9319,"High","High","Medium","High"
"6289","Mysore","Nanjanagudu",2016,5,"SolarLight",334324,15.5,246.25,1.75,430.9375,"2016-05-01",0.9437842,406.712,1.651622,"High","High","Medium","High"
"6290","Mysore","Nanjanagudu",2016,6,"SolarLight",334324,15.5,492.6,1.6,788.16,"2016-06-01",0.9437842,743.853,1.510055,"High","High","Medium","High"
"6291","Mysore","Nanjanagudu",2018,7,"SolarLight",334324,15.5,152,3.5,532,"2018-07-01",0.9437842,502.0932,3.303245,"High","High","Medium","High"
"6292","Mysore","Nanjanagudu",2015,10,"SolarLight",334324,15.5,324.6,1.8,584.28,"2015-10-01",0.9437842,551.4343,1.698812,"High","High","Medium","High"
"6293","Mysore","Heggadevanakote",2014,1,"SolarLight",237968,15.5,412,1.25,515,"2014-01-01",0.6717748,345.964,0.8397185,"High","High","Medium","High"
"6294","Mysore","Heggadevanakote",2017,6,"CookStove",237968,15.5,133,14,1862,"2017-06-01",0.6717748,1250.845,9.404847,"High","High","Medium","High"
"6295","Mysore","Heggadevanakote",2014,8,"SolarLight",237968,15.5,241.1667,2.666667,643.1111,"2014-08-01",0.6717748,432.0258,1.791399,"High","High","Medium","High"
"6296","Mysore","Nanjanagudu",2014,12,"CookStove",334324,15.5,301.5,90,27135,"2014-12-01",0.9437842,25609.58,84.94058,"High","High","Medium","High"
"6297","Mysore","Heggadevanakote",2015,8,"SolarLight",237968,15.5,429.5,3.333333,1431.667,"2015-08-01",0.6717748,961.7576,2.239249,"High","High","Medium","High"
"6298","Mysore","Mysore",2014,11,"GobarGasPlant",267541,15.5,688,1,688,"2014-11-01",0.7552583,519.6177,0.7552583,"High","High","Medium","High"
"6299","Mysore","Piriyapatna",2013,3,"GobarGasPlant",226391,15.5,940,9,8460,"2013-03-01",0.6390934,5406.73,5.751841,"High","High","Medium","High"
"6300","Mysore","Nanjanagudu",2017,1,"SolarLight",334324,15.5,193,3,579,"2017-01-01",0.9437842,546.451,2.831353,"High","High","Medium","High"
"6301","Mysore","Nanjanagudu",2016,12,"CookStove",334324,15.5,278.5,20.5,5709.25,"2016-12-01",0.9437842,5388.3,19.34758,"High","High","Medium","High"
"6302","Mysore","Nanjanagudu",2014,10,"SolarLight",334324,15.5,694.3333,1.333333,925.7778,"2014-10-01",0.9437842,873.7344,1.258379,"High","High","Medium","High"
"6303","Mysore","Heggadevanakote",2013,9,"GobarGasPlant",237968,15.5,10,2,20,"2013-09-01",0.6717748,13.4355,1.34355,"High","High","Medium","High"
"6304","Mysore","Heggadevanakote",2017,1,"SolarLight",237968,15.5,107,1,107,"2017-01-01",0.6717748,71.87991,0.6717748,"High","High","Medium","High"
"6305","Mysore","Nanjanagudu",2017,8,"SolarLight",334324,15.5,238.3333,1,238.3333,"2017-08-01",0.9437842,224.9352,0.9437842,"High","High","Medium","High"
"6306","Mysore","Nanjanagudu",2014,3,"GobarGasPlant",334324,15.5,517,1,517,"2014-03-01",0.9437842,487.9364,0.9437842,"High","High","Medium","High"
"6307","Mysore","Heggadevanakote",2017,10,"CookStove",237968,15.5,264.5,14.5,3835.25,"2017-10-01",0.6717748,2576.424,9.740735,"High","High","Medium","High"
"6308","Mysore","Nanjanagudu",2016,8,"CookStove",334324,15.5,161,21,3381,"2016-08-01",0.9437842,3190.935,19.81947,"High","High","Medium","High"
"6309","Raichur","Lingsugar",2014,12,"SolarLight",297743,37.7,10,2,20,"2014-12-01",0.8405174,16.81035,1.681035,"Low","Low","Medium","Medium"
"6310","Raichur","Lingsugar",2014,11,"SolarLight",297743,37.7,934,3,2802,"2014-11-01",0.8405174,2355.13,2.521552,"Low","Low","Medium","Medium"
"6311","Raichur","Devadurga",2018,3,"SolarLight",251677,37.7,123.3333,1,123.3333,"2018-03-01",0.7104748,87.62523,0.7104748,"Low","Low","Medium","Medium"
"6312","Raichur","Sindhanur",2018,7,"SolarLight",317363,37.7,909.5,1.5,1364.25,"2018-07-01",0.8959039,1222.237,1.343856,"Low","Low","Medium","Medium"
"6313","Raichur","Lingsugar",2017,5,"SolarLight",297743,37.7,556.6667,3.5,1948.333,"2017-05-01",0.8405174,1637.608,2.941811,"Low","Low","Medium","Medium"
"6314","Raichur","Lingsugar",2014,10,"CookStove",297743,37.7,301.5,81,24421.5,"2014-10-01",0.8405174,20526.7,68.08191,"Low","Low","Medium","Medium"
"6315","Raichur","Devadurga",2016,12,"SolarLight",251677,37.7,286.1429,3.857143,1103.694,"2016-12-01",0.7104748,784.1467,2.740403,"Low","Low","Medium","Medium"
"6316","Raichur","Devadurga",2016,11,"SolarLight",251677,37.7,382.5,2.5,956.25,"2016-11-01",0.7104748,679.3915,1.776187,"Low","Low","Medium","Medium"
"6317","Raichur","Devadurga",2015,7,"SolarLight",251677,37.7,346,1,346,"2015-07-01",0.7104748,245.8243,0.7104748,"Low","Low","Medium","Medium"
"6318","Raichur","Lingsugar",2017,10,"SolarLight",297743,37.7,651.25,3.5,2279.375,"2017-10-01",0.8405174,1915.854,2.941811,"Low","Low","Medium","Medium"
"6319","Raichur","Raichur",2017,8,"CookStove",247476,37.7,278.5,4.5,1253.25,"2017-08-01",0.6986156,875.5399,3.14377,"Low","Low","Medium","Medium"
"6320","Raichur","Devadurga",2018,2,"SolarLight",251677,37.7,31,1,31,"2018-02-01",0.7104748,22.02472,0.7104748,"Low","Low","Medium","Medium"
"6321","Raichur","Manvi",2014,12,"SolarLight",324205,37.7,649.5,1,649.5,"2014-12-01",0.9152187,594.4345,0.9152187,"Low","Low","Medium","Medium"
"6322","Raichur","Devadurga",2017,12,"SolarLight",251677,37.7,365,1,365,"2017-12-01",0.7104748,259.3233,0.7104748,"Low","Low","Medium","Medium"
"6323","Raichur","Raichur",2018,8,"CookStove",247476,37.7,396,21,8316,"2018-08-01",0.6986156,5809.687,14.67093,"Low","Low","Medium","Medium"
"6324","Raichur","Raichur",2016,7,"CookStove",247476,37.7,161,48,7728,"2016-07-01",0.6986156,5398.901,33.53355,"Low","Low","Medium","Medium"
"6325","Raichur","Devdurga",2015,1,"SolarLight",251677,37.7,934,1,934,"2015-01-01",0.7104748,663.5835,0.7104748,"Low","Low","Medium","Medium"
"6326","Raichur","Lingsugar",2018,2,"SolarLight",297743,37.7,909,2,1818,"2018-02-01",0.8405174,1528.061,1.681035,"Low","Low","Medium","Medium"
"6327","Raichur","Raichur",2014,12,"CookStove",247476,37.7,161,49,7889,"2014-12-01",0.6986156,5511.378,34.23216,"Low","Low","Medium","Medium"
"6328","Raichur","Lingsugar",2017,4,"SolarLight",297743,37.7,909,1,909,"2017-04-01",0.8405174,764.0303,0.8405174,"Low","Low","Medium","Medium"
"6329","Raichur","Sindhanur",2014,2,"GobarGasPlant",317363,37.7,10,2,20,"2014-02-01",0.8959039,17.91808,1.791808,"Low","Low","Medium","Medium"
"6330","Raichur","Devadurga",2017,8,"SolarLight",251677,37.7,693,1.333333,924,"2017-08-01",0.7104748,656.4788,0.9472998,"Low","Low","Medium","Medium"
"6331","Raichur","Raichur",2017,7,"SolarLight",247476,37.7,456.1667,1.833333,836.3055,"2017-07-01",0.6986156,584.256,1.280795,"Low","Low","Medium","Medium"
"6332","Raichur","Raichur",2016,8,"CookStove",247476,37.7,161,17,2737,"2016-08-01",0.6986156,1912.111,11.87646,"Low","Low","Medium","Medium"
"6333","Raichur","Raichur",2017,5,"SolarLight",247476,37.7,322.5,3,967.5,"2017-05-01",0.6986156,675.9105,2.095847,"Low","Low","Medium","Medium"
"6334","Raichur","Devadurga",2015,10,"SolarLight",251677,37.7,293,1.5,439.5,"2015-10-01",0.7104748,312.2537,1.065712,"Low","Low","Medium","Medium"
"6335","Raichur","Raichur",2018,4,"SolarLight",247476,37.7,660,1,660,"2018-04-01",0.6986156,461.0863,0.6986156,"Low","Low","Medium","Medium"
"6336","Raichur","Sindhanur",2017,3,"SolarLight",317363,37.7,365,1,365,"2017-03-01",0.8959039,327.0049,0.8959039,"Low","Low","Medium","Medium"
"6337","Raichur","Lingsugar",2017,9,"CookStove",297743,37.7,161,50,8050,"2017-09-01",0.8405174,6766.165,42.02587,"Low","Low","Medium","Medium"
"6338","Raichur","Lingsugar",2017,7,"SolarLight",297743,37.7,671.5,3.75,2518.125,"2017-07-01",0.8405174,2116.528,3.15194,"Low","Low","Medium","Medium"
"6339","Raichur","Raichur",2018,8,"SolarLight",247476,37.7,254.75,1.25,318.4375,"2018-08-01",0.6986156,222.4654,0.8732694,"Low","Low","Medium","Medium"
