branch,district,yr_applied,mo_applied,product,population,poverty,price,count,loan_per_branch,agg_date,pop_wt,weighted_loans_bybranchprod,weighted_count_bybranchprod
"Pandavapura","Mandya",2017,6,"SolarLight",162953,16.4,152.3333,1.333333,203.1111,"2017-06-01",.4600103,93.4332,.613347
"Pandavapura","Mandya",2016,10,"CookStove",162953,16.4,161,24,3864,"2016-10-01",.4600103,1777.48,11.04025
"Pandavapura","Mandya",2014,11,"CookStove",162953,16.4,161,2090,336490,"2014-11-01",.4600103,154788.9,961.4214
"Pandavapura","Mandya",2016,6,"CookStove",162953,16.4,161,77,12397,"2016-06-01",.4600103,5702.747,35.42079
"Pandavapura","Mandya",2018,9,"SolarLight",162953,16.4,152,7.5,1140,"2018-09-01",.4600103,524.4117,3.450077
"Pandavapura","Mandya",2018,3,"SolarLight",162953,16.4,169,1.25,211.25,"2018-03-01",.4600103,97.17717,.5750128
"Pandavapura","Mandya",2018,9,"GreenwayJumboStoveGJS1",162953,16.4,396,30,11880,"2018-09-01",.4600103,5464.922,13.80031
"Pandavapura","Mandya",2017,4,"SolarLight",162953,16.4,285.6,1.4,399.84,"2017-04-01",.4600103,183.9305,.6440144
"Pandavapura","Mandya",2018,3,"CookStove",162953,16.4,264.5,78.5,20763.25,"2018-03-01",.4600103,9551.308,36.11081
"Pandavapura","Mandya",2015,8,"CookStove",162953,16.4,161,54,8694,"2015-08-01",.4600103,3999.329,24.84055
"Pandavapura","Mandya",2017,5,"CookStove",162953,16.4,264.5,1.5,396.75,"2017-05-01",.4600103,182.5091,.6900154
"Pandavapura","Mandya",2016,8,"SolarLight",162953,16.4,536.3333,1,536.3333,"2016-08-01",.4600103,246.7188,.4600103
"Pandavapura","Mandya",2018,5,"SolarLight",162953,16.4,50,5,250,"2018-05-01",.4600103,115.0026,2.300051
"Pandavapura","Mandya",2018,8,"CookStove",162953,16.4,396,6,2376,"2018-08-01",.4600103,1092.984,2.760062
"Pavagada","Tumkur",2018,1,"CookStove",216708,13,133,4,532,"2018-01-01",.6117586,325.4556,2.447035
"Pavagada","Tumkur",2018,6,"SolarLight",216708,13,280.75,1.25,350.9375,"2018-06-01",.6117586,214.689,.7646983
"Pavagada","Tumkur",2017,8,"SolarLight",216708,13,73,1,73,"2017-08-01",.6117586,44.65838,.6117586
"Pavagada","Tumkur",2013,1,"SolarLight",216708,13,772,1,772,"2013-01-01",.6117586,472.2776,.6117586
"Pavagada","Tumkur",2014,4,"SolarLight",216708,13,501.5,1,501.5,"2014-04-01",.6117586,306.797,.6117586
"Pavagada","Tumkur",2015,8,"CookStove",216708,13,161,4,644,"2015-08-01",.6117586,393.9726,2.447035
"Pavagada","Tumkur",2017,12,"CookStove",216708,13,133,31,4123,"2017-12-01",.6117586,2522.281,18.96452
"Pavagada","Tumkur",2018,3,"SolarLight",216708,13,254,1,254,"2018-03-01",.6117586,155.3867,.6117586
"Pavagada","Tumkur",2018,2,"SolarLight",216708,13,189.5,1,189.5,"2018-02-01",.6117586,115.9283,.6117586
"Pavagada","Tumkur",2013,5,"SolarLight",216708,13,868,1,868,"2013-05-01",.6117586,531.0065,.6117586
"Pavagada","Tumkur",2012,12,"SolarLight",216708,13,377.3333,1.666667,628.8889,"2012-12-01",.6117586,384.7282,1.019598
"Pavagada","Tumkur",2014,12,"SolarLight",216708,13,280.5,1.5,420.75,"2014-12-01",.6117586,257.3974,.9176379
"Pavagada","Tumkur",2015,2,"CookStove",216708,13,301.5,13.5,4070.25,"2015-02-01",.6117586,2490.01,8.258741
"Pavagada","Tumkur",2017,7,"SolarLight",216708,13,329,1,329,"2017-07-01",.6117586,201.2686,.6117586
"Pavagada","Tumkur",2013,1,"GobarGasPlant",216708,13,868,1,868,"2013-01-01",.6117586,531.0065,.6117586
"Pavagada","Tumkur",2018,5,"CookStove",216708,13,396,1,396,"2018-05-01",.6117586,242.2564,.6117586
"Pavagada","Tumkur",2015,9,"SolarLight",216708,13,604,1,604,"2015-09-01",.6117586,369.5022,.6117586
"Pavagada","Tumkur",2018,4,"SolarLight",216708,13,228.5,1,228.5,"2018-04-01",.6117586,139.7868,.6117586
"Pavagada","Tumkur",2013,10,"SolarLight",216708,13,569.5,2.5,1423.75,"2013-10-01",.6117586,870.9913,1.529397
"Pavagada","Tumkur",2016,9,"SolarLight",216708,13,369.5,1,369.5,"2016-09-01",.6117586,226.0448,.6117586
"Pavagada","Tumkur",2013,9,"SolarLight",216708,13,868,1,868,"2013-09-01",.6117586,531.0065,.6117586
"Pavagada","Tumkur",2016,7,"SolarLight",216708,13,439,1,439,"2016-07-01",.6117586,268.562,.6117586
"Pavagada","Tumkur",2014,11,"SolarLight",216708,13,274,2,548,"2014-11-01",.6117586,335.2437,1.223517
"Pavagada","Tumkur",2014,1,"SolarLight",216708,13,465.75,1.25,582.1875,"2014-01-01",.6117586,356.1582,.7646983
"Pavagada","Tumkur",2014,12,"CookStove",216708,13,404.3333,33,13343,"2014-12-01",.6117586,8162.695,20.18803
"Pavagada","Tumkur",2018,9,"GreenwayJumboStoveGJS1",216708,13,396,25,9900,"2018-09-01",.6117586,6056.411,15.29397
"Pavagada","Tumkur",2016,6,"SolarLight",216708,13,274,2,548,"2016-06-01",.6117586,335.2437,1.223517
"Pavagada","Tumkur",2018,6,"CookStove",216708,13,396,3,1188,"2018-06-01",.6117586,726.7692,1.835276
"Pavagada","Tumkur",2018,2,"CookStove",216708,13,264.5,22.5,5951.25,"2018-02-01",.6117586,3640.729,13.76457
"Piriyapatna","Mysore",2014,12,"SolarLight",226391,15.5,274,2,548,"2014-12-01",.6390934,350.2232,1.278187
"Piriyapatna","Mysore",2018,6,"SolarLight",226391,15.5,603.5,1.833333,1106.417,"2018-06-01",.6390934,707.1036,1.171671
"Piriyapatna","Mysore",2017,3,"SolarLight",226391,15.5,645.6667,1,645.6667,"2017-03-01",.6390934,412.6413,.6390934
"Piriyapatna","Mysore",2015,10,"SolarLight",226391,15.5,330.6667,2.333333,771.5555,"2015-10-01",.6390934,493.096,1.491218
"Piriyapatna","Mysore",2016,5,"SolarLight",226391,15.5,291,1,291,"2016-05-01",.6390934,185.9762,.6390934
"Piriyapatna","Mysore",2014,8,"SolarLight",226391,15.5,356.5,1,356.5,"2014-08-01",.6390934,227.8368,.6390934
"Piriyapatna","Mysore",2014,11,"SolarLight",226391,15.5,604,2,1208,"2014-11-01",.6390934,772.0248,1.278187
"Piriyapatna","Mysore",2016,1,"SolarLight",226391,15.5,432.75,1.5,649.125,"2016-01-01",.6390934,414.8515,.95864
"Piriyapatna","Mysore",2015,1,"CookStove",226391,15.5,161,30,4830,"2015-01-01",.6390934,3086.821,19.1728
"Piriyapatna","Mysore",2017,2,"SolarLight",226391,15.5,244,1,244,"2017-02-01",.6390934,155.9388,.6390934
"Piriyapatna","Mysore",2015,7,"SolarLight",226391,15.5,490.8571,1.714286,841.4694,"2015-07-01",.6390934,537.7775,1.095589
"Piriyapatna","Mysore",2014,2,"SolarLight",226391,15.5,569.5,3,1708.5,"2014-02-01",.6390934,1091.891,1.91728
"Piriyapatna","Mysore",2015,12,"SolarLight",226391,15.5,391.25,1,391.25,"2015-12-01",.6390934,250.0453,.6390934
"Piriyapatna","Mysore",2014,4,"SolarLight",226391,15.5,885,3,2655,"2014-04-01",.6390934,1696.793,1.91728
"Piriyapatna","Mysore",2015,6,"SolarLight",226391,15.5,386,2.2,849.2,"2015-06-01",.6390934,542.7181,1.406005
"Piriyapatna","Mysore",2014,10,"SolarLight",226391,15.5,549,2,1098,"2014-10-01",.6390934,701.7245,1.278187
"Piriyapatna","Mysore",2013,5,"GobarGasPlant",226391,15.5,940,5,4700,"2013-05-01",.6390934,3003.739,3.195467
"Piriyapatna","Mysore",2014,3,"SolarLight",226391,15.5,344,1,344,"2014-03-01",.6390934,219.8481,.6390934
"Piriyapatna","Mysore",2015,2,"CookStove",226391,15.5,161,66,10626,"2015-02-01",.6390934,6791.006,42.18016
"Piriyapatna","Mysore",2013,3,"GobarGasPlant",226391,15.5,940,9,8460,"2013-03-01",.6390934,5406.73,5.751841
"Piriyapatna","Mysore",2016,9,"SolarLight",226391,15.5,551,1,551,"2016-09-01",.6390934,352.1404,.6390934
"Piriyapatna","Mysore",2013,10,"SolarLight",226391,15.5,553.75,2,1107.5,"2013-10-01",.6390934,707.7959,1.278187
"Piriyapatna","Mysore",2013,12,"SolarLight",226391,15.5,569.5,1,569.5,"2013-12-01",.6390934,363.9637,.6390934
"Piriyapatna","Mysore",2015,8,"SolarLight",226391,15.5,413.125,1.625,671.3281,"2015-08-01",.6390934,429.0414,1.038527
"Piriyapatna","Mysore",2017,8,"SolarLight",226391,15.5,602,2,1204,"2017-08-01",.6390934,769.4684,1.278187
"Piriyapatna","Mysore",2013,4,"SolarLight",226391,15.5,772,1,772,"2013-04-01",.6390934,493.3801,.6390934
"Piriyapatna","Mysore",2018,2,"SolarLight",226391,15.5,541.5,1,541.5,"2018-02-01",.6390934,346.0691,.6390934
"Piriyapatna","Mysore",2014,1,"SolarLight",226391,15.5,885,2,1770,"2014-01-01",.6390934,1131.195,1.278187
"Piriyapatna","Mysore",2017,12,"SolarLight",226391,15.5,357.75,2,715.5,"2017-12-01",.6390934,457.2713,1.278187
"Piriyapatna","Mysore",2015,3,"CookStove",226391,15.5,161,13,2093,"2015-03-01",.6390934,1337.622,8.308214
"Piriyapatna","Mysore",2015,11,"CookStove",226391,15.5,161,21,3381,"2015-11-01",.6390934,2160.775,13.42096
"Piriyapatna","Mysore",2015,11,"SolarLight",226391,15.5,154.6667,1.666667,257.7778,"2015-11-01",.6390934,164.7441,1.065156
"Piriyapatna","Mysore",2015,8,"CookStove",226391,15.5,161,66,10626,"2015-08-01",.6390934,6791.006,42.18016
"Piriyapatna","Mysore",2013,7,"GobarGasPlant",226391,15.5,940,8,7520,"2013-07-01",.6390934,4805.982,5.112747
"Piriyapatna","Mysore",2013,4,"GobarGasPlant",226391,15.5,938,3,2814,"2013-04-01",.6390934,1798.409,1.91728
"Piriyapatna","Mysore",2013,3,"SolarLight",226391,15.5,426,2,852,"2013-03-01",.6390934,544.5076,1.278187
"Piriyapatna","Mysore",2013,5,"SolarLight",226391,15.5,513,1,513,"2013-05-01",.6390934,327.8549,.6390934
"Piriyapatna","Mysore",2013,9,"SolarLight",226391,15.5,631.3333,2.666667,1683.556,"2013-09-01",.6390934,1075.949,1.704249
"Piriyapatna","Mysore",2018,9,"GreenwayJumboStoveGJS1",226391,15.5,396,28,11088,"2018-09-01",.6390934,7086.268,17.89462
"Piriyapatna","Mysore",2013,11,"SolarLight",226391,15.5,254,1,254,"2013-11-01",.6390934,162.3297,.6390934
"Piriyapatna","Mysore",2017,6,"SolarLight",226391,15.5,191,1,191,"2017-06-01",.6390934,122.0668,.6390934
"Piriyapatna","Mysore",2018,8,"GreenwayJumboStoveGJS1",226391,15.5,396,10,3960,"2018-08-01",.6390934,2530.81,6.390934
"Piriyapatna","Mysore",2015,9,"SolarLight",226391,15.5,509.5,1.625,827.9375,"2015-09-01",.6390934,529.1294,1.038527
"Piriyapatna","Mysore",2013,6,"SolarLight",226391,15.5,772,3,2316,"2013-06-01",.6390934,1480.14,1.91728
"Piriyapatna","Mysore",2013,9,"GobarGasPlant",226391,15.5,936,2,1872,"2013-09-01",.6390934,1196.383,1.278187
"Piriyapatna","Mysore",2015,9,"CookStove",226391,15.5,161,22,3542,"2015-09-01",.6390934,2263.669,14.06005
"Piriyapatna","Mysore",2014,5,"SolarLight",226391,15.5,569.5,2,1139,"2014-05-01",.6390934,727.9274,1.278187
"Piriyapatna","Mysore",2018,9,"SolarLight",226391,15.5,503.875,5.75,2897.281,"2018-09-01",.6390934,1851.633,3.674787
"Piriyapatna","Mysore",2014,9,"SolarLight",226391,15.5,604,4.5,2718,"2014-09-01",.6390934,1737.056,2.87592
"Piriyapatna","Mysore",2018,8,"SolarLight",226391,15.5,490.625,8.125,3986.328,"2018-08-01",.6390934,2547.636,5.192634
"Piriyapatna","Mysore",2013,6,"GobarGasPlant",226391,15.5,938,6.5,6097,"2013-06-01",.6390934,3896.552,4.154107
"Piriyapatna","Mysore",2015,12,"CookStove",226391,15.5,161,26,4186,"2015-12-01",.6390934,2675.245,16.61643
"Piriyapatna","Mysore",2013,8,"SolarLight",226391,15.5,631.3333,2.333333,1473.111,"2013-08-01",.6390934,941.4556,1.491218
"Piriyapatna","Mysore",2014,6,"SolarLight",226391,15.5,254,2,508,"2014-06-01",.6390934,324.6594,1.278187
"Piriyapatna","Mysore",2014,9,"CookStove",226391,15.5,161,58,9338,"2014-09-01",.6390934,5967.854,37.06742
"Piriyapatna","Mysore",2017,5,"SolarLight",226391,15.5,506.5,1,506.5,"2017-05-01",.6390934,323.7008,.6390934
"Piriyapatna","Mysore",2018,1,"SolarLight",226391,15.5,240,2,480,"2018-01-01",.6390934,306.7648,1.278187
"Piriyapatna","Mysore",2018,5,"SolarLight",226391,15.5,152,4,608,"2018-05-01",.6390934,388.5688,2.556374
"Piriyapatna","Mysore",2014,10,"CookStove",226391,15.5,161,76,12236,"2014-10-01",.6390934,7819.947,48.5711
"Piriyapatna","Mysore",2014,11,"CookStove",226391,15.5,161,128,20608,"2014-11-01",.6390934,13170.44,81.80396
"Piriyapatna","Mysore",2013,7,"SolarLight",226391,15.5,411.3333,2,822.6667,"2013-07-01",.6390934,525.7608,1.278187
"Piriyapatna","Mysore",2014,7,"SolarLight",226391,15.5,436.5,1,436.5,"2014-07-01",.6390934,278.9643,.6390934
"Piriyapatna","Mysore",2017,7,"SolarLight",226391,15.5,639.6667,2,1279.333,"2017-07-01",.6390934,817.6135,1.278187
"Piriyapatna","Mysore",2016,8,"SolarLight",226391,15.5,274,1,274,"2016-08-01",.6390934,175.1116,.6390934
"Piriyapatna","Mysore",2014,12,"CookStove",226391,15.5,301.5,17.5,5276.25,"2014-12-01",.6390934,3372.016,11.18413
"Piriyapatna","Mysore",2017,10,"SolarLight",226391,15.5,372.25,1.5,558.375,"2017-10-01",.6390934,356.8538,.95864
"Piriyapatna","Mysore",2018,8,"CookStove",226391,15.5,264.5,37.5,9918.75,"2018-08-01",.6390934,6339.007,23.966
"Piriyapatna","Mysore",2015,4,"SolarLight",226391,15.5,274,2,548,"2015-04-01",.6390934,350.2232,1.278187
"Piriyapatna","Mysore",2018,7,"SolarLight",226391,15.5,384.1111,4.111111,1579.123,"2018-07-01",.6390934,1009.207,2.627384
"Puttur","DakshinaKannada",2016,4,"SolarLight",226977,15.5,274,2,548,"2016-04-01",.6407476,351.1297,1.281495
"Puttur","DakshinaKannada",2014,10,"CookStove",226977,1.6,301.5,55,16582.5,"2014-10-01",.6407476,10625.2,35.24112
"Puttur","DakshinaKannada",2013,3,"GobarGasPlant",226977,1.6,940,21,19740,"2013-03-01",.6407476,12648.36,13.4557
"Puttur","DakshinaKannada",2013,5,"GobarGasPlant",226977,1.6,940,7,6580,"2013-05-01",.6407476,4216.12,4.485233
"Puttur","DakshinaKannada",2017,12,"SolarLight",226977,15.5,379.4286,1.285714,487.8367,"2017-12-01",.6407476,312.5802,.8238184
"Puttur","DakshinaKannada",2015,2,"GobarGasPlant",226977,1.6,73,10,730,"2015-02-01",.6407476,467.7458,6.407476
"Puttur","DakshinaKannada",2014,10,"SolarLight",226977,1.6,281,2,562,"2014-10-01",.6407476,360.1002,1.281495
"Puttur","DakshinaKannada",2015,3,"GobarGasPlant",226977,1.6,73,9,657,"2015-03-01",.6407476,420.9712,5.766729
"Puttur","DakshinaKannada",2016,10,"SolarLight",226977,15.5,508.3333,1,508.3333,"2016-10-01",.6407476,325.7134,.6407476
"Puttur","DakshinaKannada",2018,7,"SolarLight",226977,15.5,392.9,1.6,628.64,"2018-07-01",.6407476,402.7996,1.025196
"Puttur","DakshinaKannada",2016,1,"SolarLight",226977,15.5,388.5,3.5,1359.75,"2016-01-01",.6407476,871.2566,2.242617
"Puttur","DakshinaKannada",2017,2,"SolarLight",226977,15.5,291.2,2,582.4,"2017-02-01",.6407476,373.1714,1.281495
"Puttur","DakshinaKannada",2013,2,"GobarGasPlant",226977,1.6,940,19,17860,"2013-02-01",.6407476,11443.75,12.1742
"Puttur","DakshinaKannada",2013,9,"SolarLight",226977,1.6,467.5,4.75,2220.625,"2013-09-01",.6407476,1422.86,3.043551
"Puttur","DakshinaKannada",2017,5,"SolarLight",226977,15.5,264,1,264,"2017-05-01",.6407476,169.1574,.6407476
"Puttur","DakshinaKannada",2015,3,"SolarLight",226977,1.6,239,3,717,"2015-03-01",.6407476,459.416,1.922243
"Puttur","DakshinaKannada",2015,2,"SolarLight",226977,1.6,250,4,1000,"2015-02-01",.6407476,640.7476,2.56299
"Puttur","DakshinaKannada",2016,3,"SolarLight",226977,15.5,415.7778,1.888889,785.358,"2016-03-01",.6407476,503.2163,1.210301
"Puttur","DakshinaKannada",2016,9,"SolarLight",226977,15.5,420.3333,3.666667,1541.222,"2016-09-01",.6407476,987.5345,2.349408
"Puttur","DakshinaKannada",2013,4,"GobarGasPlant",226977,1.6,940,6,5640,"2013-04-01",.6407476,3613.817,3.844486
"Puttur","DakshinaKannada",2014,3,"SolarLight",226977,1.6,287,2,574,"2014-03-01",.6407476,367.7892,1.281495
"Puttur","DakshinaKannada",2014,5,"SolarLight",226977,1.6,325,1.333333,433.3333,"2014-05-01",.6407476,277.6573,.8543302
"Puttur","DakshinaKannada",2018,1,"SolarLight",226977,15.5,403,1.8,725.4,"2018-01-01",.6407476,464.7983,1.153346
"Puttur","DakshinaKannada",2018,5,"SolarLight",226977,15.5,371.6667,2.333333,867.2222,"2018-05-01",.6407476,555.6706,1.495078
"Puttur","DakshinaKannada",2013,1,"SolarLight",226977,1.6,297.5,1,297.5,"2013-01-01",.6407476,190.6224,.6407476
"Puttur","DakshinaKannada",2018,8,"SolarLight",226977,15.5,272.6667,1.333333,363.5555,"2018-08-01",.6407476,232.9474,.8543302
"Puttur","DakshinaKannada",2015,11,"SolarLight",226977,15.5,408.5385,3.538461,1445.598,"2015-11-01",.6407476,926.2632,2.267261
"Puttur","DakshinaKannada",2014,12,"SolarLight",226977,1.6,240.5,2,481,"2014-12-01",.6407476,308.1996,1.281495
"Puttur","DakshinaKannada",2015,3,"CookStove",226977,1.6,161,23,3703,"2015-03-01",.6407476,2372.688,14.7372
"Puttur","DakshinaKannada",2017,8,"SolarLight",226977,15.5,418.5,1,418.5,"2017-08-01",.6407476,268.1529,.6407476
"Puttur","DakshinaKannada",2013,10,"SolarLight",226977,1.6,459.25,4.75,2181.438,"2013-10-01",.6407476,1397.751,3.043551
"Puttur","DakshinaKannada",2014,7,"SolarLight",226977,1.6,362.0833,3.416667,1237.118,"2014-07-01",.6407476,792.6805,2.189221
"Puttur","DakshinaKannada",2012,12,"GobarGasPlant",226977,1.6,940,13,12220,"2012-12-01",.6407476,7829.936,8.32972
"Puttur","DakshinaKannada",2014,8,"SolarLight",226977,1.6,362.1667,3.166667,1146.861,"2014-08-01",.6407476,734.8486,2.029034
"Puttur","DakshinaKannada",2015,1,"GobarGasPlant",226977,1.6,73,20,1460,"2015-01-01",.6407476,935.4915,12.81495
"Puttur","DakshinaKannada",2014,4,"SolarLight",226977,1.6,478.25,1.25,597.8125,"2014-04-01",.6407476,383.0469,.8009346
"Puttur","DakshinaKannada",2014,9,"SolarLight",226977,1.6,288.5,2.625,757.3125,"2014-09-01",.6407476,485.2462,1.681962
"Puttur","DakshinaKannada",2016,7,"SolarLight",226977,15.5,397.625,2,795.25,"2016-07-01",.6407476,509.5546,1.281495
"Puttur","DakshinaKannada",2014,11,"SolarLight",226977,1.6,260.4286,1.857143,483.6531,"2014-11-01",.6407476,309.8996,1.18996
"Puttur","DakshinaKannada",2012,11,"SolarLight",226977,1.6,487.6667,3,1463,"2012-11-01",.6407476,937.4138,1.922243
"Puttur","DakshinaKannada",2014,11,"CookStove",226977,1.6,161,20,3220,"2014-11-01",.6407476,2063.207,12.81495
"Puttur","DakshinaKannada",2018,9,"SolarLight",226977,15.5,403.8,2,807.6,"2018-09-01",.6407476,517.4678,1.281495
"Puttur","DakshinaKannada",2014,1,"SolarLight",226977,1.6,445.75,1.75,780.0625,"2014-01-01",.6407476,499.8232,1.121308
"Puttur","DakshinaKannada",2014,7,"CookStove",226977,1.6,161,114,18354,"2014-07-01",.6407476,11760.28,73.04523
"Puttur","DakshinaKannada",2012,12,"SolarLight",226977,1.6,868,2,1736,"2012-12-01",.6407476,1112.338,1.281495
"Puttur","DakshinaKannada",2015,10,"SolarLight",226977,15.5,460.5,2.75,1266.375,"2015-10-01",.6407476,811.4268,1.762056
"Puttur","DakshinaKannada",2016,12,"SolarLight",226977,15.5,357.5,2.666667,953.3333,"2016-12-01",.6407476,610.8461,1.70866
"Puttur","DakshinaKannada",2015,12,"SolarLight",226977,15.5,504.75,3.0625,1545.797,"2015-12-01",.6407476,990.4657,1.96229
"Puttur","DakshinaKannada",2013,1,"GobarGasPlant",226977,1.6,940,28,26320,"2013-01-01",.6407476,16864.48,17.94093
"Puttur","DakshinaKannada",2017,11,"SolarLight",226977,15.5,349.8333,1.333333,466.4445,"2017-11-01",.6407476,298.8732,.8543302
"Puttur","DakshinaKannada",2013,12,"SolarLight",226977,1.6,485.2,1.2,582.24,"2013-12-01",.6407476,373.0689,.7688972
"Puttur","DakshinaKannada",2015,7,"SolarLight",226977,15.5,223.625,4.125,922.4531,"2015-07-01",.6407476,591.0596,2.643084
"Puttur","DakshinaKannada",2018,9,"GreenwayJumboStoveGJS1",226977,15.5,396,338,133848,"2018-09-01",.6407476,85762.79,216.5727
"Puttur","DakshinaKannada",2014,8,"CookStove",226977,1.6,161,58,9338,"2014-08-01",.6407476,5983.301,37.16336
"Puttur","DakshinaKannada",2014,9,"CookStove",226977,1.6,301.5,120.5,36330.75,"2014-09-01",.6407476,23278.84,77.21009
"Puttur","DakshinaKannada",2017,1,"SolarLight",226977,15.5,366.7143,2.571429,942.9796,"2017-01-01",.6407476,604.2119,1.647637
"Puttur","DakshinaKannada",2017,7,"SolarLight",226977,15.5,400.8,1.6,641.28,"2017-07-01",.6407476,410.8987,1.025196
"Puttur","DakshinaKannada",2016,2,"SolarLight",226977,15.5,398.25,1.375,547.5938,"2016-02-01",.6407476,350.8694,.881028
"Puttur","DakshinaKannada",2015,9,"SolarLight",226977,15.5,382.5714,4,1530.286,"2015-09-01",.6407476,980.527,2.56299
"Puttur","DakshinaKannada",2017,9,"SolarLight",226977,15.5,364.8889,1.555556,567.6049,"2017-09-01",.6407476,363.6915,.9967185
"Puttur","DakshinaKannada",2016,6,"SolarLight",226977,15.5,415.1667,5,2075.833,"2016-06-01",.6407476,1330.085,3.203738
"Puttur","DakshinaKannada",2018,2,"SolarLight",226977,15.5,430.1429,1.571429,675.9388,"2018-02-01",.6407476,433.1062,1.006889
"Puttur","DakshinaKannada",2017,3,"SolarLight",226977,15.5,356.8,1.9,677.92,"2017-03-01",.6407476,434.3756,1.21742
"Puttur","DakshinaKannada",2017,6,"SolarLight",226977,15.5,403.875,1.875,757.2656,"2017-06-01",.6407476,485.2162,1.201402
"Puttur","DakshinaKannada",2015,1,"CookStove",226977,1.6,161,66,10626,"2015-01-01",.6407476,6808.584,42.28934
"Puttur","DakshinaKannada",2015,5,"SolarLight",226977,15.5,337.6667,3.555556,1200.593,"2015-05-01",.6407476,769.2769,2.278214
"Puttur","DakshinaKannada",2015,6,"SolarLight",226977,15.5,352.8667,3.6,1270.32,"2015-06-01",.6407476,813.9545,2.306691
"Puttur","DakshinaKannada",2015,2,"CookStove",226977,1.6,161,22,3542,"2015-02-01",.6407476,2269.528,14.09645
"Puttur","DakshinaKannada",2018,6,"SolarLight",226977,15.5,440.2222,1.888889,831.5309,"2018-06-01",.6407476,532.8015,1.210301
"Puttur","DakshinaKannada",2016,11,"SolarLight",226977,15.5,409.4286,1.857143,760.3674,"2016-11-01",.6407476,487.2036,1.18996
"Puttur","DakshinaKannada",2016,8,"SolarLight",226977,15.5,421.3333,1.333333,561.7778,"2016-08-01",.6407476,359.9578,.8543302
"Puttur","DakshinaKannada",2015,1,"SolarLight",226977,1.6,203.3333,2.333333,474.4445,"2015-01-01",.6407476,303.9991,1.495078
"Puttur","DakshinaKannada",2014,6,"SolarLight",226977,1.6,414,1.714286,709.7143,"2014-06-01",.6407476,454.7477,1.098425
"Puttur","DakshinaKannada",2012,10,"GobarGasPlant",226977,1.6,688.5,2.5,1721.25,"2012-10-01",.6407476,1102.887,1.601869
"Puttur","DakshinaKannada",2015,8,"SolarLight",226977,15.5,264,1.555556,410.6667,"2015-08-01",.6407476,263.1337,.9967185
"Puttur","DakshinaKannada",2013,3,"SolarLight",226977,1.6,341,2,682,"2013-03-01",.6407476,436.9899,1.281495
"Puttur","DakshinaKannada",2014,12,"CookStove",226977,1.6,161,98,15778,"2014-12-01",.6407476,10109.72,62.79327
"Puttur","DakshinaKannada",2012,11,"GobarGasPlant",226977,1.6,475,1,475,"2012-11-01",.6407476,304.3551,.6407476
"Puttur","DakshinaKannada",2017,10,"SolarLight",226977,15.5,343.5714,1,343.5714,"2017-10-01",.6407476,220.1426,.6407476
"Puttur","DakshinaKannada",2017,4,"SolarLight",226977,15.5,580.5,1.5,870.75,"2017-04-01",.6407476,557.931,.9611214
"Puttur","DakshinaKannada",2014,2,"SolarLight",226977,1.6,466,1.5,699,"2014-02-01",.6407476,447.8826,.9611214
"Raichur","Raichur",2018,1,"CookStove",247476,37.7,396,3,1188,"2018-01-01",.6986156,829.9553,2.095847
"Raichur","Raichur",2017,6,"CookStove",247476,37.7,278.5,13.5,3759.75,"2017-06-01",.6986156,2626.62,9.43131
"Raichur","Raichur",2017,10,"SolarLight",247476,37.7,99,1,99,"2017-10-01",.6986156,69.16294,.6986156
"Raichur","Raichur",2018,7,"SolarLight",247476,37.7,88,12,1056,"2018-07-01",.6986156,737.738,8.383387
"Raichur","Raichur",2013,12,"GobarGasPlant",247476,37.7,688,1,688,"2013-12-01",.6986156,480.6475,.6986156
"Raichur","Raichur",2018,3,"SolarLight",247476,37.7,596.5,1,596.5,"2018-03-01",.6986156,416.7242,.6986156
"Raichur","Raichur",2017,4,"CookStove",247476,37.7,161,1,161,"2017-04-01",.6986156,112.4771,.6986156
"Raichur","Raichur",2014,12,"CookStove",247476,37.7,161,49,7889,"2014-12-01",.6986156,5511.378,34.23216
"Raichur","Raichur",2018,4,"SolarLight",247476,37.7,660,1,660,"2018-04-01",.6986156,461.0863,.6986156
"Raichur","Raichur",2017,10,"CookStove",247476,37.7,264.5,5.5,1454.75,"2017-10-01",.6986156,1016.311,3.842386
"Raichur","Raichur",2018,8,"SolarLight",247476,37.7,254.75,1.25,318.4375,"2018-08-01",.6986156,222.4654,.8732694
"Raichur","Raichur",2017,8,"CookStove",247476,37.7,278.5,4.5,1253.25,"2017-08-01",.6986156,875.5399,3.14377
"Raichur","Raichur",2017,5,"SolarLight",247476,37.7,322.5,3,967.5,"2017-05-01",.6986156,675.9105,2.095847
"Raichur","Raichur",2017,7,"SolarLight",247476,37.7,456.1667,1.833333,836.3055,"2017-07-01",.6986156,584.256,1.280795
"Raichur","Raichur",2018,8,"CookStove",247476,37.7,396,21,8316,"2018-08-01",.6986156,5809.687,14.67093
"Raichur","Raichur",2014,11,"CookStove",247476,37.7,161,14,2254,"2014-11-01",.6986156,1574.679,9.780618
"Raichur","Raichur",2017,9,"CookStove",247476,37.7,230,17.66667,4063.333,"2017-09-01",.6986156,2838.708,12.34221
"Raichur","Raichur",2016,12,"CookStove",247476,37.7,278.5,13,3620.5,"2016-12-01",.6986156,2529.338,9.082002
"Raichur","Raichur",2014,1,"GobarGasPlant",247476,37.7,618,1,618,"2014-01-01",.6986156,431.7444,.6986156
